,year,ID,r_c,r_r,r_poi,FAR
0,1,14697.0,0.2,0.7,0.1,1.8
1,1,14805.0,0.3,0.3,0.4,2.0
2,1,14621.0,0.6,0.2,0.2,1.9
3,1,14700.0,0.1,0.6,0.3,2.2
4,1,14760.0,0.6,0.1,0.3,1.9
5,1,14764.0,0.1,0.6,0.3,2.1
6,2,14507.0,0.1,0.7,0.2,2.2
7,2,12715.0,0.2,0.6,0.2,2.2
8,2,14670.0,0.4,0.3,0.3,1.9
9,2,14722.0,0.6,0.3,0.1,1.8
10,2,14660.0,0.1,0.7,0.2,2.0
11,2,14701.0,0.6,0.2,0.2,2.0
12,3,14518.0,0.1,0.7,0.2,1.9
13,3,14601.0,0.3,0.3,0.4,2.2
14,3,14498.0,0.6,0.2,0.2,2.1
15,3,14842.0,0.6,0.2,0.2,1.8
16,3,14100.0,0.3,0.5,0.2,2.0
17,3,14054.0,0.7,0.2,0.1,1.9
18,4,14504.0,0.6,0.2,0.2,1.8
19,4,14503.0,0.6,0.1,0.3,1.9
20,4,14521.0,0.2,0.4,0.4,2.0
21,4,13346.0,0.4,0.3,0.3,2.1
22,4,14070.0,0.5,0.2,0.3,2.1
23,4,14703.0,0.4,0.3,0.3,2.0
24,5,14497.0,0.6,0.2,0.2,2.0
25,5,14625.0,0.4,0.2,0.4,2.2
26,5,15554.0,0.4,0.2,0.4,2.0
27,5,14564.0,0.6,0.2,0.2,2.2
28,5,14508.0,0.5,0.2,0.3,2.1
29,5,14622.0,0.4,0.2,0.4,2.0
30,6,14490.0,0.3,0.3,0.4,2.0
31,6,14699.0,0.2,0.7,0.1,1.8
32,6,14702.0,0.6,0.2,0.2,2.1
33,6,14853.0,0.4,0.2,0.4,2.0
34,6,14336.0,0.2,0.6,0.2,2.0
35,6,14491.0,0.6,0.1,0.3,2.0
36,7,14131.0,0.7,0.2,0.1,2.2
37,7,14650.0,0.2,0.6,0.2,2.1
38,7,14683.0,0.2,0.7,0.1,2.2
39,7,12678.0,0.5,0.2,0.3,1.9
40,7,14477.0,0.7,0.2,0.1,2.2
41,7,14565.0,0.3,0.3,0.4,1.9
42,8,14098.0,0.1,0.6,0.3,1.8
43,8,14586.0,0.2,0.4,0.4,2.1
44,8,14128.0,0.4,0.2,0.4,1.9
45,8,14706.0,0.6,0.2,0.2,2.0
46,8,15543.0,0.6,0.3,0.1,1.8
47,8,14716.0,0.2,0.7,0.1,1.8
48,9,14102.0,0.2,0.4,0.4,2.2
49,9,14623.0,0.6,0.3,0.1,1.8
50,9,6377.0,0.6,0.2,0.2,1.8
51,9,14693.0,0.4,0.2,0.4,1.8
52,9,14484.0,0.4,0.2,0.4,1.8
53,9,14653.0,0.3,0.3,0.4,1.8
54,10,14510.0,0.4,0.3,0.3,1.9
55,10,14651.0,0.4,0.2,0.4,1.9
56,10,14538.0,0.3,0.5,0.2,1.9
57,10,14541.0,0.4,0.2,0.4,1.9
58,10,14502.0,0.7,0.2,0.1,2.1
59,10,14351.0,0.2,0.7,0.1,1.8
60,11,14845.0,0.6,0.1,0.3,2.2
61,11,14803.0,0.2,0.4,0.4,2.1
62,11,14475.0,0.6,0.3,0.1,2.1
63,11,14077.0,0.4,0.2,0.4,1.8
64,11,14496.0,0.6,0.2,0.2,2.2
65,11,14592.0,0.4,0.3,0.3,1.8
66,12,48.0,0.1,0.6,0.3,2.1
67,12,14847.0,0.1,0.6,0.3,1.8
68,12,14647.0,0.1,0.7,0.2,2.1
69,12,14563.0,0.6,0.2,0.2,2.1
70,12,14682.0,0.6,0.3,0.1,2.1
71,12,14659.0,0.6,0.2,0.2,2.2
